Applicant (student) Username,Applications ID,Employer Industry Name,Postings Apply Start Date,Postings Expiration Date Date,Student Educations Cumulative Gpa
skirui,23858519,Management Consulting,,2019-03-31,2.51
rkao,2919523,Healthcare,,2016-11-28,3.43
afan6,8341907,,,,3.75
amercha6,370453,Investment Banking,,2015-11-01,3.45
salepa,3469397,,,,3.33
salepa,5248877,Higher Education,,2017-08-14,3.33
ncotaluc,3979628,Retail Stores,,2017-03-03,3.61
jtiemer,18026159,Higher Education,,2018-10-01,3.26
skim201,21664585,Commercial Banking & Credit,,2019-01-10,3.3
eding2,2918657,Insurance,,2016-12-30,3.38
lkaze2,20015721,CPG - Consumer Packaged Goods,,2018-11-26,3.06
asingh37,11365515,,,2018-03-02,3.69
hkeliuot,4531501,"Journalism, Media & Publishing",,2017-04-30,2.84
zwen6,2498187,Pharmaceuticals,,2016-12-13,3.33
jgarner2,1105243,Internet & Software,,2016-07-21,1.9
jgarner2,1117014,Other Education,,2016-07-10,1.9
rcrews,440802,Higher Education,,2015-11-11,3.5
sdhoro,17465247,Internet & Software,,2018-09-24,3.27
aperez12,1054210,Automotive,,2016-06-24,3.02
edesjour,5364112,Higher Education,,2017-08-14,3.49
gstillm2,3614062,Internet & Software,,2017-03-15,3.66
ssomani,12210303,Investment / Portfolio Management,,2018-03-21,3.86
emill28,3405525,Investment Banking,,2017-01-27,3.77
cvanhube,676502,Accounting,,2016-03-01,3.6
eforbes3,9133055,"Journalism, Media & Publishing",,2018-07-13,2.9
bchen16,13854909,Investment / Portfolio Management,,2018-07-05,2.62
amercha6,1776707,Higher Education,,2016-09-22,3.45
mhanchet,7672784,,,,
rkao,3872001,Insurance,,2017-03-10,3.43
lshapse,13132269,Investment / Portfolio Management,,2018-05-03,3.52
cghazoua,20491370,Investment Banking,,2018-11-28,3.56
amercha6,370454,Investment Banking,,2015-11-01,3.45
mcifci,463219,International Affairs,,2015-11-30,3.44
dchua,10974370,,,2018-03-02,3.74
dbignall,3977124,Internet & Software,,2017-03-01,3.14
pzhang11,12846497,"Advertising, PR & Marketing",,2018-04-20,3.27
sghimire,23859683,Healthcare,,2019-03-31,3.4
acrowle4,12568489,Internet & Software,,2018-03-30,3.76
mhorwath,17935923,"Government - Local, State & Federal",,2018-10-30,3.67
mholm15,14925441,Investment Banking,,2018-08-12,3.14
ygong15,26901815,Biotech & Life Sciences,,2019-04-30,4
hbatra,1152753,Research,,2016-08-13,3.15
nitzkowi,961797,Healthcare,,2016-04-10,3.43
jdai6,459171,Environmental Services,,2015-11-30,3.89
ygong15,5744331,Investment Banking,,2017-09-01,4
ooluyink,8769397,Retail Stores,,2017-11-17,3.38
dlaraagu,5371755,Higher Education,,2017-08-14,3.93
cdurham,947703,Healthcare,,2016-04-13,
wschmid3,14868229,Research,,2018-08-31,2.86
msepulve,12810560,Commercial Banking & Credit,,2018-04-12,3.31
aomar2,11648266,Utilities and Renewable Energy,,,3.37
cyang44,2920492,Higher Education,,2016-11-28,2.85
aomar2,7667293,Internet & Software,,2018-03-15,3.37
cfunai,674154,Electronic & Computer Hardware,,2016-03-12,3.5
msepulve,993205,Other Industries,,2016-04-30,3.31
sspahija,361255,Investment Banking,,2015-11-01,3.61
jdai6,459106,Hotels & Accommodation,,2015-11-30,3.89
cyang44,3061141,Higher Education,,2016-11-29,2.85
elea,3917144,Internet & Software,,2017-03-21,3.11
bli23,144954,Internet & Software,,2015-09-20,
afayeque,5346086,Higher Education,,2017-08-14,3.35
ohochste,19686835,Electronic & Computer Hardware,,2018-11-05,3.13
wschmid3,935979,Electronic & Computer Hardware,,2016-05-21,2.86
vcazacu,12933905,Investment Banking,,2018-04-11,3.68
sschober,534435,Higher Education,,2016-01-04,3.77
bhsu4,8482161,Management Consulting,,2017-11-08,3.94
anunez2,480553,Commercial Banking & Credit,,2016-04-30,3.37
mlawrie,11920979,Electronic & Computer Hardware,,2018-10-22,3.46
wkaseu,3084380,Higher Education,,2017-02-20,3.43
bporceng,12918545,Manufacturing - Other,,2018-04-12,3.38
lavelarp,20119447,Oil & Gas,,2018-11-15,3.71
kbopp2,455053,Commercial Banking & Credit,,2015-11-30,3.3
tfulcher,3471044,,,,2.71
nyang8,822302,Other Industries,,2016-03-01,3.42
nyang8,871358,Telecommunications,,2016-03-18,3.42
ncotaluc,686036,Social Assistance,,2016-05-31,3.61
emestiza,11826748,Internet & Software,,2018-04-06,2.58
merdeneb,11594567,,,2018-03-02,3.75
ahrbac,3596418,,,,3.32
bchin4,1619431,Higher Education,,2016-09-22,3.61
hyu28,3400071,Investment / Portfolio Management,,2017-01-31,3.5
hyu28,3401208,Investment / Portfolio Management,,2017-07-31,3.5
wschmid3,625869,Manufacturing - Other,,2016-01-29,2.86
hyu28,3400237,Investment / Portfolio Management,,2020-12-31,3.5
hkaplan2,439080,Higher Education,,2016-01-04,3.65
lyi3,473752,"Government - Local, State & Federal",,2015-11-30,3.95
pfink2,364766,Investment Banking,,2015-11-01,3.82
eramsde2,9457531,,,2018-01-31,3.46
jguntur,440776,Higher Education,,2015-11-11,3.02
dnolte,621292,Politics,,2016-01-22,3.83
jfoong,7735381,Internet & Software,,2017-10-31,3.58
rflower,12794772,Manufacturing - Other,,2018-04-12,3.99
ygong15,9617680,Other Industries,,2018-01-26,4
ncotaluc,6088475,Higher Education,,2017-09-10,3.61
zzhang39,529768,Healthcare,,2016-01-15,3.11
jzhou40,2897331,Insurance,,2016-12-30,3.92
rkaplan6,466596,Hotels & Accommodation,,2015-11-30,3.23
bdantowi,192340,Internet & Software,,2015-09-20,3.34
cdurham,959751,"Advertising, PR & Marketing",,2016-09-12,
lludford,904797,"Advertising, PR & Marketing",,2016-05-21,3.43
lfelemba,3659515,Human Resources,,2017-02-08,3.1
jluo12,7406090,Investment / Portfolio Management,,2017-10-01,3.87
cdurham,947685,Healthcare,,2016-04-22,
rortiz4,7349292,Aerospace,,2017-10-27,3.3
eparmele,9132325,"Government - Local, State & Federal",,2017-11-30,2.79
ooluyink,145655,Internet & Software,,2015-09-20,3.38
ademe,17726393,Management Consulting,,2019-03-31,3.01
rortiz4,8253827,Investment / Portfolio Management,,2017-10-24,3.3
mgentil3,2771602,Higher Education,,2016-11-28,3.56
ahosain,399951,Manufacturing - Other,,2015-11-08,3.72
zchen36,139557,Internet & Software,,2015-09-20,3.76
pmaass,15114732,Higher Education,,2018-08-12,3.44
yyao20,11710620,,,2018-03-02,3.69
mweber13,893962,International Affairs,,2016-03-31,3.02
jluo12,5376219,Higher Education,,2017-08-14,3.87
jluo12,344259,Investment Banking,,2015-11-01,3.87
coh2,5371200,Higher Education,,2017-08-14,3.53
ooluyink,145654,Internet & Software,,2015-09-20,3.38
mbruggem,17743444,Higher Education,,2018-10-01,3.8
wzhang31,23767598,Real Estate,,2019-02-28,3.7
sschober,534443,Higher Education,,2016-01-04,3.77
yyang92,12174220,Investment Banking,,2018-09-02,3.37
hkaplan2,371417,Management Consulting,,2015-11-01,3.65
cbarraza,12080653,Investment / Portfolio Management,,2018-03-21,3.06
hkaplan2,439088,Higher Education,,2016-01-04,3.65
gharr12,5168112,Higher Education,,2017-08-14,3.76
hrajaobe,25219312,Higher Education,,2019-03-13,3.68
ahosain,399949,Manufacturing - Other,,2015-11-08,3.72
axu4,5643682,Manufacturing - Other,,2017-09-22,2.91
bwang42,14783145,Higher Education,,2018-09-09,3.35
sschober,534547,Electronic & Computer Hardware,,2016-02-01,3.77
axu4,822139,Healthcare,,2016-04-01,2.91
asm142,8896487,Investment / Portfolio Management,,2017-11-17,2.65
borem,987525,Architecture and Planning,,2016-04-20,3.4
icardozo,16190279,Higher Education,,2018-09-09,3.7
sschober,544876,Manufacturing - Other,,2016-02-08,3.77
aperez12,345057,Electronic & Computer Hardware,,2018-10-22,3.02
zliu71,8791803,Management Consulting,,2017-11-08,3.73
vvo2,984018,,,2016-05-22,3.02
bcrouse,269469,Accounting,,2015-10-15,3.35
acervan3,5631348,Manufacturing - Other,,2017-09-22,2.88
ygong15,26902053,Hotels & Accommodation,,2019-04-22,4
tmagee3,473709,Management Consulting,,2015-11-30,3.65
dwoodyar,12809560,Manufacturing - Other,,2018-04-12,3.23
gfunkenb,18000968,Higher Education,,2018-10-01,4
asm142,2865005,Insurance,,2016-12-30,2.65
tdealwis,446907,Electronic & Computer Hardware,,2016-02-01,
szheng10,11997375,Investment / Portfolio Management,,2018-04-06,3.54
akaplan6,726942,Human Resources,,2016-02-14,3.86
anunez2,654513,Electronic & Computer Hardware,,2016-03-13,3.37
sgulati2,12095984,Healthcare,,2018-05-15,3.8
bcrouse,253615,Retail Stores,,2015-10-18,3.35
jwei9,6853655,Investment / Portfolio Management,,2017-10-01,3.41
bcrouse,706766,Insurance,,2016-02-15,3.35
anunez2,4881103,Investment Banking,,2017-06-11,3.37
jerichso,2087523,Management Consulting,,2016-10-01,3.98
sschober,534433,Higher Education,,2016-01-04,3.77
lpeter15,10552261,Other Education,,2018-01-31,3.21
ncheng6,888202,Other Industries,,2016-03-27,3.75
jdib,422936,"Government - Local, State & Federal",,2016-04-04,3.46
srahman7,371437,Investment Banking,,2015-11-01,3.88
glandest,999093,,,2016-04-22,3.13
sjeter,815224,Telecommunications,,2016-03-18,3
srahman7,371438,Investment Banking,,2015-11-01,3.88
rgerami,9040193,Aerospace,,2017-11-24,3.44
lpeng4,471933,Hotels & Accommodation,,2015-11-30,3.59
yyang92,12933338,Investment Banking,,2018-04-18,3.37
stopgyal,473210,Non-Profit - Other,,2015-11-30,2.95
nyang8,4142034,,,2017-05-07,3.42
avaquera,13701245,Electronic & Computer Hardware,,2018-06-01,2.93
dxing2,16283946,Higher Education,,2018-09-09,3.85
lkim15,440773,Higher Education,,2015-11-11,3.66
ywei12,8475920,Human Resources,,2017-12-31,3.66
lpeng4,485277,Higher Education,,2016-01-04,3.59
hkaplan2,279422,Higher Education,,2015-10-11,3.65
hkaplan2,371090,Investment Banking,,2015-11-01,3.65
hkaplan2,279423,Higher Education,,2015-10-11,3.65
recruiting@rochester.edu,8343922,,,,
yzh143,329259,Accounting,,2015-10-15,
zliu71,7956747,Utilities and Renewable Energy,,2017-11-06,3.73
giwaoka,57918,Accounting,,2015-08-30,3.17
rxiao2,13866597,Electronic & Computer Hardware,,2018-05-30,3.52
gvander2,81419,Investment / Portfolio Management,,2016-08-16,3.7
aketting,766866,Electronic & Computer Hardware,,2016-03-13,3
rrodri15,1614032,Investment / Portfolio Management,,2016-10-09,3.32
jmagloi2,832074,Healthcare,,2016-04-01,2.86
jmagloi2,285781,Investment / Portfolio Management,,2015-12-05,2.86
scui5,15249696,Higher Education,,2018-09-14,
jeby,6243202,Management Consulting,,2017-11-08,3.62
hyu28,2836283,Insurance,,2016-12-30,3.5
slim20,16340799,Higher Education,,2018-09-14,3.76
yjin16,2922857,Management Consulting,,2016-11-28,3.33
jfeidelb,8024350,Management Consulting,,2017-11-08,3.45
mhadi,869517,Automotive,,2016-03-14,3.96
nmavreli,67729,Accounting,,2015-08-30,3.84
nmavreli,87050,Investment Banking,,2015-09-13,3.84
rllerena,21728531,Commercial Banking & Credit,,2019-01-10,3.08
asm142,2865006,Insurance,,2016-12-30,2.65
bwang42,14234420,Investment Banking,,2018-06-20,3.35
rpecorar,16294362,Higher Education,,2018-09-09,3.32
msperr,12276133,Electronic & Computer Hardware,,2018-04-05,3.65
ahosain,399959,Manufacturing - Other,,2015-11-08,3.72
mgalla15,7124329,Management Consulting,,2017-09-29,3.1
ahoque2,445491,Investment Banking,,2015-11-30,3.54
bwang42,12065408,Investment / Portfolio Management,,2018-03-21,3.35
lguo15,462647,Higher Education,,2016-01-04,3.12
afan6,4495382,Investment / Portfolio Management,,2017-04-14,3.75
asong8,1864827,Higher Education,,2016-09-22,3.58
ahosain,399944,Manufacturing - Other,,2015-11-08,3.72
rpencak,236203,Electronic & Computer Hardware,,2015-12-15,3.73
bwang28,9560663,Other Industries,,2018-01-26,3.6
yshen28,20899716,Investment / Portfolio Management,,2018-12-26,3.56
nkuhrt,100813,Investment Banking,,2015-09-13,3.68
vmontano,475125,Other Industries,,2015-11-30,3.34
aselmi,3894666,Medical Devices,,2017-04-02,2.51
jkim342,12727670,Non-Profit - Other,,2018-04-30,3.7
eliyeh,19501502,Higher Education,,2018-11-16,3.27
jcastan3,821916,Accounting,,2016-03-01,3.1
bharr11,9172036,"Government - Local, State & Federal",,2017-11-30,3.19
edoyle4,994709,Real Estate,,2016-05-22,2.73
hwang87,7057890,Internet & Software,,2017-11-30,
lni4,26377142,Healthcare,,2019-04-19,3.7
rllerena,25705341,Investment Banking,,2019-04-05,3.08
kchalwe,13146813,Investment Banking,,2018-04-18,2.5
kchalwe,13101019,Investment Banking,,2018-09-02,2.5
nmavreli,173324,Investment Banking,,2015-11-01,3.84
mhora,425622,Internet & Software,,2015-12-09,3.77
amai2,96681,Internet & Software,,2015-09-20,3.77
dbrathwa,24594269,Aerospace,,2019-03-03,3.5
amai2,96697,Transportation & Logistics,,2015-09-20,3.77
bdantowi,105715,Utilities and Renewable Energy,,2015-09-20,3.34
rkaplan6,6560264,Management Consulting,,2017-09-29,3.23
rkaplan6,9385059,Medical Devices,,,3.23
jklepes,11728687,Higher Education,,2018-02-28,3.51
epolloc2,371189,Investment / Portfolio Management,,2015-11-01,3.04
amai2,8503306,Internet & Software,,2018-02-12,3.77
amai2,1273368,Higher Education,,2016-09-22,3.77
afan6,890157,Other Education,,2016-04-06,3.75
yxi2,11237014,Commercial Banking & Credit,,2018-04-05,3.74
ssalen2,472790,Management Consulting,,2015-11-30,
qhong2,11669068,"Advertising, PR & Marketing",,2018-03-01,3.77
mholm15,11754286,,,2018-03-02,3.14
pfink2,195828,Investment Banking,,2015-10-06,3.82
jguntur,2767812,Higher Education,,,3.02
ssalen2,863375,Utilities and Renewable Energy,,2016-05-07,
ygong15,26901603,Transportation & Logistics,,2019-04-18,4
ssalen2,492771,"Movies, TV, Music",,2015-12-06,
rkaplan6,750599,Electronic & Computer Hardware,,2016-03-25,3.23
pnjapa,23258620,Investment / Portfolio Management,,2020-09-03,
ssalen2,1572358,Human Resources,,2016-12-31,
mholm15,15102101,Investment Banking,,2018-09-02,3.14
bchin4,802535,Healthcare,,2016-04-22,3.61
hbatra,6014183,Higher Education,,2017-09-10,3.15
pfink2,364765,Investment Banking,,2015-11-01,3.82
hyang38,906274,Human Resources,,2016-05-22,3.55
rpecorar,12036581,Commercial Banking & Credit,,2018-03-15,3.32
btoops,14205028,Healthcare,,2018-06-19,3.89
sye8,19690723,Electronic & Computer Hardware,,2018-11-05,3.95
jzhou40,2863137,Insurance,,2016-11-28,3.92
aosho,12034305,Internet & Software,,2018-03-15,
cdurham,947683,Defense,,2016-05-27,
bchin4,1619452,Higher Education,,2016-09-22,3.61
tkhan6,1182975,Biotech & Life Sciences,,2016-09-09,3.72
bdantowi,1917991,Higher Education,,2016-09-22,3.34
lfelemba,4825527,Manufacturing - Other,,2017-07-15,3.1
tkhan6,9488376,,,2017-12-29,3.72
tkhan6,14820605,Higher Education,,2018-08-15,3.72
bcrouse,167545,Insurance,,2015-10-25,3.35
bcrouse,706754,Human Resources,,2016-03-15,3.35
ohochste,18954190,Investment / Portfolio Management,,2020-09-03,3.13
zliu71,6069919,Fashion,,2017-11-06,3.73
clarkin2,339710,Human Resources,,2015-12-19,3.88
pnjapa,4749408,Investment / Portfolio Management,,2017-05-12,
pmaass,15114717,Higher Education,,2018-08-12,3.44
aliving2,896386,Internet & Software,,2016-05-01,
sgao3,24603456,Internet & Software,,2019-02-28,3.35
ukoren,21803345,Commercial Banking & Credit,,2019-01-10,3.8
jnewm14,2896662,Legal & Law Enforcement,,2016-11-28,4
geveret2,7193459,Investment / Portfolio Management,,2017-10-01,3.23
rxue2,11747548,,,2018-03-02,3.16
tdealwis,446865,Computer Networking,,2016-01-18,
eramsde2,589171,Electronic & Computer Hardware,,2016-03-11,3.46
rpecorar,14163787,Non-Profit - Other,,2018-06-15,3.32
bwang28,1842020,Higher Education,,2016-09-22,3.6
akaufma8,9299102,Healthcare,,2018-01-18,3.7
sgao3,24451159,Higher Education,,2019-03-13,3.35
ftseng,1071843,K-12 Education,,2016-07-16,
knagumot,9014334,Pharmaceuticals,,2017-11-17,2.68
jzhao22,2923440,Higher Education,,2016-11-29,3.55
ncotaluc,5362716,Investment Banking,,2017-08-15,3.61
pfink2,364315,Investment Banking,,2015-11-01,3.82
ahoque2,445483,Higher Education,,2016-01-04,3.54
amai2,640896,Electronic & Computer Hardware,,2016-03-20,3.77
hduracic,12185748,Investment / Portfolio Management,,2018-03-21,3.06
ahoque2,1021501,Research,,2016-05-26,3.54
afayeque,5635071,Investment Banking,,2017-09-01,3.35
mhassel2,4155058,Non-Profit - Other,,2017-12-31,3.5
mmo,725089,,,,3.45
gcarr2,790511,Accounting,,2016-03-01,3.83
mshi11,755497,Human Resources,,2016-03-06,3.08
ifarinas,7264507,Management Consulting,,2017-09-29,2.53
mhadi,9407704,CPG - Consumer Packaged Goods,,2018-01-05,3.96
mradules,12038290,Higher Education,,2018-04-05,3.01
rpage4,7043469,Management Consulting,,2017-11-08,3.56
jluo12,1886193,Higher Education,,2016-09-22,3.87
jerichso,1485217,Higher Education,,2016-09-22,3.98
jsheng5,471052,Higher Education,,2016-01-04,3.76
jsheng5,471045,"Advertising, PR & Marketing",,2015-11-30,3.76
rxiao2,13866629,Electronic & Computer Hardware,,2018-05-30,3.52
pdinev,12064207,Investment / Portfolio Management,,2018-03-21,3.39
asong8,5191232,Higher Education,,2017-08-14,3.58
asong8,3799537,Management Consulting,,2017-03-20,3.58
jtraver4,25294919,Human Resources,,2019-03-30,3.29
asong8,3602317,Investment / Portfolio Management,,2017-04-14,3.58
vmehta5,1877854,Higher Education,,2016-09-22,3.7
pnassif,8167147,Internet & Software,,2017-10-31,3.02
abayoumy,26735170,Civil Engineering,,2019-05-09,3.73
msingh20,9500753,Internet & Software,,2018-03-15,3.9
xlv,831339,Architecture and Planning,,2016-03-21,
yzh203,12581767,Investment Banking,,2018-04-01,3.66
lackerm6,355023,,,2015-11-01,3.38
hasaga,2108661,Manufacturing - Other,,2016-12-31,2.99
alin15,413900,Higher Education,,2016-01-04,3.08
ypan16,926954,Internet & Software,,2016-04-29,3.52
alin15,373923,Manufacturing - Other,,2015-11-08,3.08
sponzo,11756229,Healthcare,,2018-03-01,3.8
mpiao,8883114,Internet & Software,,2018-03-15,3.59
lyi3,473630,Higher Education,,2016-01-04,3.95
helkhidi,12259911,Non-Profit - Other,,2018-03-19,3.65
jpaulk,440782,Higher Education,,2015-11-11,3.2
dorenste,2899580,Management Consulting,,2016-11-28,3.63
jmao6,307431,Investment Banking,,2015-11-01,3.74
yyigezu,14170126,Internet & Software,,2018-06-29,2.14
jdelacer,12065775,Investment / Portfolio Management,,2018-03-21,2.67
ksretava,3596485,,,,3.64
skirschn,762364,,,2016-04-04,3.57
dabarcae,26258600,Investment / Portfolio Management,,2019-08-31,3.27
vmehta5,103745,Investment Banking,,2015-09-13,3.7
yliu139,18415983,Investment Banking,,2018-10-08,3.99
mmorkous,1782851,Management Consulting,,2016-10-01,3.56
jchoi75,21326187,Management Consulting,,2019-03-31,3.32
hwhite11,3871384,Research,,2017-03-02,3.63
sqefalia,13919852,Electronic & Computer Hardware,,2018-05-30,
ekon,5363811,Higher Education,,2017-08-14,2.72
wwang73,10290825,Internet & Software,,2018-02-02,
ekim62,4066734,Internet & Software,,2017-03-15,2.12
xzhou28,2085515,Investment Banking,,2016-10-15,3.6
vagarwa2,25646913,Manufacturing - Other,,2019-03-26,3.4
dhoang2,16682876,Higher Education,,2018-09-16,3.66
yniu5,7723590,Management Consulting,,2017-11-08,3.52
ygao41,11465649,,,2018-03-02,3.64
kbaker15,21342028,Insurance,,2019-01-31,2.36
mtanveer,192216,Internet & Software,,2015-09-20,
hwang71,14951034,Investment Banking,,2018-09-02,3.67
gmishtak,12811733,Insurance,,2018-04-06,3.57
sxiang,12640797,Electronic & Computer Hardware,,2018-04-05,3.49
ssu8,7230893,Management Consulting,,2017-09-29,3.65
jfraumen,13587110,Internet & Software,,2018-05-31,
tli40,24388239,Real Estate,,2019-02-28,3.62
oostrike,6074391,Investment Banking,,2017-09-15,3.54
bterrell,12264188,Non-Profit - Other,,2018-03-19,3.76
kkalaur,23092961,"Movies, TV, Music",,2019-02-10,3.25
jpelagal,5376769,Higher Education,,2017-08-14,3.67
awansha,25037721,Higher Education,,2019-03-13,3.68
afernan8,443814,Investment Banking,,2015-12-13,3.62
lliao6,8078901,Management Consulting,,2017-10-17,3.7
mchung12,16694221,Higher Education,,2018-09-14,3.58
dpak2,16186913,Higher Education,,2018-09-09,3.38
cflores2,18008223,Higher Education,,2018-10-01,2.91
msimonse,1075893,Politics,,2016-07-30,2.14
dpan6,2901290,Internet & Software,,2016-11-28,3.91
cwang84,11769411,,,2018-03-02,3.81
vagarwa2,21446476,Higher Education,,2019-01-14,3.4
pansour,16296009,Higher Education,,2018-09-09,3.24
anyaison,8509872,Internet & Software,,2017-10-31,3.09
dbelkin,12028889,Higher Education,,2018-04-05,3.29
nburns,16624493,Healthcare,,2018-09-21,
ydu17,5370850,Higher Education,,2017-08-14,3.32
cwu59,13824472,Electronic & Computer Hardware,,2018-05-30,3.9
cbentum,20924359,Investment Banking,,2019-01-02,1.93
jcarr8,6989373,Management Consulting,,2017-09-29,3.52
